NO.,KODE PUSK.,NAMA PUSKESMAS,ALAMAT,Kota_Kabupaten,PONED,JENIS PUSKESMAS,full_address,location,latitude,longitude
13,P3273050204,ASTANA ANYAR,"Jl. Astana Anyar, Kec. Astana Anyar",Kota Bandung,,2,"Jl. Astana Anyar, Kec. Astana Anyar, Kota Bandung, Indonesia","Jl. Astana Anyar, Kec. Astanaanyar, Kota Bandung, Jawa Barat, Indonesia",-6.9279382,107.6002531
14,P3273060201,UPT PASUNDAN,"Jl. Pasundan 99, Kec. Regol",Kota Bandung,,2,"Jl. Pasundan 99, Kec. Regol, Kota Bandung, Indonesia","Jl. Pasundan No.99, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251, Indonesia",-6.9274014,107.6090011
15,P3273060202,MOCH. RAMDAN,"Jl. Moch. Ramdan 108, Kec. Regol",Kota Bandung,,2,"Jl. Moch. Ramdan 108, Kec. Regol, Kota Bandung, Indonesia","Jl. Moch. Ramdan No.108, Ciateul, Kec. Regol, Kota Bandung, Jawa Barat 40252, Indonesia",-6.9373232,107.6091529
16,P3273060203,PASIR LUYU,"Jl. Sukaati Bypass No. 1, Kec. Regol",Kota Bandung,,2,"Jl. Sukaati Bypass No. 1, Kec. Regol, Kota Bandung, Indonesia","Jl. Suka Ati No.1, Pasirluyu, Kec. Regol, Kota Bandung, Jawa Barat 40254, Indonesia",-6.9512572,107.6214027
17,P3273070201,UPT TALAGA BODAS,"Jl. Talaga Bodas 35, Kec. Lengkong",Kota Bandung,,2,"Jl. Talaga Bodas 35, Kec. Lengkong, Kota Bandung, Indonesia","Jl. Talaga Bodas No.35, Malabar, Kec. Lengkong, Kota Bandung, Jawa Barat 40262, Indonesia",-6.9283573,107.6227556
18,P3273070202,SURYALAYA,"Jl. Suryalaya VII No. 1, Kec. Lengkong",Kota Bandung,,2,"Jl. Suryalaya VII No. 1, Kec. Lengkong, Kota Bandung, Indonesia","Jl. Suryalaya VII No.1, Cijagra, Kec. Lengkong, Kota Bandung, Jawa Barat 40265, Indonesia",-6.9451844,107.6222595
19,P3273070203,CIJAGRA LAMA,"Jl. Buah Batu No. 375, Kec. Lengkong",Kota Bandung,,2,"Jl. Buah Batu No. 375, Kec. Lengkong, Kota Bandung, Indonesia","Jl. Buah Batu No.375, Turangga, Kec. Lengkong, Kota Bandung, Jawa Barat 40265, Indonesia",-6.9471342,107.6327962
20,P3273070204,CIJAGRA BARU,"Jl. Cijagra I/28, Kec. Lengkong",Kota Bandung,,2,"Jl. Cijagra I/28, Kec. Lengkong, Kota Bandung, Indonesia","Jl. Cijagra I No.28, Cijagra, Kec. Lengkong, Kota Bandung, Jawa Barat 40265, Indonesia",-6.9428414,107.6264215
21,P3273080201,PASAWAHAN,"Jl. Naradireja, Kec. Bandung Kidul",Kota Bandung,,2,"Jl. Naradireja, Kec. Bandung Kidul, Kota Bandung, Indonesia","Jl. Naradireja, Kec. Bandung Kidul, Kota Bandung, Jawa Barat, Indonesia",-6.9608357,107.6115569
22,P3273080202,MENGGER,"Jl. Mengger No. 32, Kec. Bandung Kidul",Kota Bandung,,2,"Jl. Mengger No. 32, Kec. Bandung Kidul, Kota Bandung, Indonesia","Jl. Mengger Girang No.32, Pasirluyu, Kec. Regol, Kota Bandung, Jawa Barat 40254, Indonesia",-6.9508425,107.6166558
23,P3273080203,UPT KUJANG SARI,"Jl. Ters Buah Batu, Kec. Bandung Kidul",Kota Bandung,,2,"Jl. Ters Buah Batu, Kec. Bandung Kidul, Kota Bandung, Indonesia","Jl. Adhyaksa Raya, Kec. Bandung Kidul, Kota Bandung, Jawa Barat, Indonesia",-6.9651889,107.6365477
24,P3273090201,UPT MARGAHAYU RAYA,"Jl. Pluto Raya No. 54, Kec. Buah Batu",Kota Bandung,,2,"Jl. Pluto Raya No. 54, Kec. Buah Batu, Kota Bandung, Indonesia","2MV7+Q27, Jl. Pluto Raya No.54, Margasari, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286, Indonesia",-6.955666399999999,107.6625757
25,P3273090202,SEKEJATI,"Jl. Yupiter B2, Kec. Buah Batu",Kota Bandung,,2,"Jl. Yupiter B2, Kec. Buah Batu, Kota Bandung, Indonesia","Jl. Jupiter Raya No.B2, RW.17, Sekejati, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286, Indonesia",-6.946468599999999,107.6615682
26,P3273100201,DERWATI,"Jl. Derwati No. 38, Kec. Rancasari",Kota Bandung,,2,"Jl. Derwati No. 38, Kec. Rancasari, Kota Bandung, Indonesia","Jl. Raya Derwati No.38, Derwati, Kec. Rancasari, Kota Bandung, Jawa Barat 40292, Indonesia",-6.9642921,107.6822532
27,P3273100202,UPT CIPAMOKOLAN,"Jl. Kali Cipamokolan, Kec. Rancasari",Kota Bandung,,2,"Jl. Kali Cipamokolan, Kec. Rancasari, Kota Bandung, Indonesia","Jl. Kali Cipamokolan, Cipamokolan, Kec. Rancasari, Kota Bandung, Jawa Barat 40292, Indonesia",-6.9437163,107.6765336
28,P3273100203,UPT RIUNG BANDUNG,"Jl. Riung Puma XI, Kec. Rancasari",Kota Bandung,,2,"Jl. Riung Puma XI, Kec. Rancasari, Kota Bandung, Indonesia","Jl. Riung Mulya Raya, Cisaranten Kidul, Kec. Rancasari, Kota Bandung, Jawa Barat, Indonesia",-6.9454404,107.6848417
29,P3273101201,CEMPAKA ARUM,Jl. Usman bin Affan Belakang Polda Kec. Gedebage,Kota Bandung,,2,"Jl. Usman bin Affan Belakang Polda Kec. Gedebage, Kota Bandung, Indonesia","Jl. Utsman Bin Affan, Rancanumpang, Kec. Gedebage, Kota Bandung, Jawa Barat, Indonesia",-6.9583694,107.7079259
30,P3273110201,CILENGKRANG,"Jl. Cilengkrang I No. 130, Kec. Cibiru",Kota Bandung,,2,"Jl. Cilengkrang I No. 130, Kec. Cibiru, Kota Bandung, Indonesia","Jl. Cilengkrang 1 No.130, RW.05, Cisurupan, Kec. Cibiru, Kota Bandung, Jawa Barat 40614, Indonesia",-6.913842799999999,107.7194563
31,P3273110202,UPT CIBIRU,"Jl. AH Nasution No. 47A, Kec. Cibiru",Kota Bandung,,2,"Jl. AH Nasution No. 47A, Kec. Cibiru, Kota Bandung, Indonesia","Jl. AH. Nasution No.47, RW.01, Cilengkrang, Kec. Cibiru, Kota Bandung, Jawa Barat 40614, Indonesia",-6.924293,107.7101601
32,P3273110203,CIPADUNG,"Jl. Cigagak, Kec. Cibiru",Kota Bandung,,2,"Jl. Cigagak, Kec. Cibiru, Kota Bandung, Indonesia","Jl. Cigagak Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40615, Indonesia",-6.9067264,107.731226
33,P3273110204,PANYILEUKAN,"Jl. Raya Panyileukan Blok C No. 2, Kec. Cibiru",Kota Bandung,,2,"Jl. Raya Panyileukan Blok C No. 2, Kec. Cibiru, Kota Bandung, Indonesia","Pesona hijau residence, Blk. C No.2, Pasanggrahan, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40617, Indonesia",-6.9156192,107.7105391
34,P3273111201,UPT PANGHEGAR,"Jl. Teratai Mekar, Kec. Panyileukan",Kota Bandung,,2,"Jl. Teratai Mekar, Kec. Panyileukan, Kota Bandung, Indonesia","Jl. Teratai Mekar, Mekar Mulya, Kec. Panyileukan, Kota Bandung, Jawa Barat, Indonesia",-6.9272266,107.6991613
35,P3273120201,UPT CINAMBO,"Jl. Gede Bage No. 19a, Kec. Ujung Berung",Kota Bandung,,2,"Jl. Gede Bage No. 19a, Kec. Ujung Berung, Kota Bandung, Indonesia","Jl. Gedebage Selatan No.19, Cisaranten Kidul, Kec. Buahbatu, Kota Bandung, Jawa Barat 40295, Indonesia",-6.9393309,107.6926235
36,P3273120202,UPT UJUNG BERUNG IND,"Komplek Ujung Berung Indah, Kec. Ujung Berung",Kota Bandung,,2,"Komplek Ujung Berung Indah, Kec. Ujung Berung, Kota Bandung, Indonesia","Jl. Ujung Berung Indah Permai Ⅵ Jl. Giri Rahayu No.3, Pasir Endah, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40619, Indonesia",-6.9110073,107.6986118
37,P3273130201,UPT ARCAMANIK,"Jl. Olah Raga No. 7, Kec. Arcamanik",Kota Bandung,,2,"Jl. Olah Raga No. 7, Kec. Arcamanik, Kota Bandung, Indonesia","Jl. Olahraga No.7, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.914866099999999,107.6786162
38,P3273130202,UPT SINDANG JAYA,"Jl. Arcamanik No. 30, Kec. Arcamanik",Kota Bandung,,2,"Jl. Arcamanik No. 30, Kec. Arcamanik, Kota Bandung, Indonesia","Jl. Arcamanik No.30, Pasir Impun, Kec. Mandalajati, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9032908,107.6803773
39,P3273130203,RUSUNAWA,Cingised RT 2 RW 6 Kel. Cisaranten Kulon Kec. Arcamanik,Kota Bandung,,2,"Cingised RT 2 RW 6 Kel. Cisaranten Kulon Kec. Arcamanik, Kota Bandung, Indonesia","Jl. Cingised komplek pemda No.2, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40615, Indonesia",-6.9294286,107.6764372
40,P3273141201,UPT GRIYA ANTAPANI,"Jl. Plered No. 2, Kec. Antapani",Kota Bandung,,2,"Jl. Plered No. 2, Kec. Antapani, Kota Bandung, Indonesia","Jl. Plered Raya No.2, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9166512,107.6605854
41,P3273141202,ANTAPANI,"Jl. Majalaya II, Kec. Antapani",Kota Bandung,,2,"Jl. Majalaya II, Kec. Antapani, Kota Bandung, Indonesia","Jl. Majalaya 2, Antapani Wetan, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9137176,107.6635658
42,P3273141203,JAJAWAY,"Jl. Komplek Pratista VIII, Kec. Antapani",Kota Bandung,,2,"Jl. Komplek Pratista VIII, Kec. Antapani, Kota Bandung, Indonesia","Jl. Pratista Raya, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9255089,107.6626111
43,P3273142201,MANDALA MEKAR,"Jl. Mandala Jati VII No. 123, Kec. Mandalajati",Kota Bandung,,2,"Jl. Mandala Jati VII No. 123, Kec. Mandalajati, Kota Bandung, Indonesia","Jl. Jatihandap, Kec. Mandalajati, Kota Bandung, Jawa Barat, Indonesia",-6.8913691,107.6633558
44,P3273142202,PAMULANG,"Jl. Raya Cikadut, Kec. Mandalajati",Kota Bandung,,2,"Jl. Raya Cikadut, Kec. Mandalajati, Kota Bandung, Indonesia","Jl. Cikadut, Kec. Mandalajati, Kota Bandung, Jawa Barat, Indonesia",-6.8980007,107.6688048
45,P3273142203,GIRIMANDE,"JL. Cikadut, Kec. Mandalajati",Kota Bandung,,2,"JL. Cikadut, Kec. Mandalajati, Kota Bandung, Indonesia","Jl. Cikadut, Kec. Mandalajati, Kota Bandung, Jawa Barat, Indonesia",-6.8980007,107.6688048
46,P3273150201,UPT BABAKANSARI,"Jl. Babakansari No. 183 , Kec. Kiaracondong",Kota Bandung,,2,"Jl. Babakansari No. 183 , Kec. Kiaracondong, Kota Bandung, Indonesia","Jl. Babakan Sari No.183, Babakan Sari, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40283, Indonesia",-6.9242615,107.6546323
47,P3273150202,BABAKAN SURABAYA,"Jl. Atlas, Kec. Kiaracondong",Kota Bandung,,2,"Jl. Atlas, Kec. Kiaracondong, Kota Bandung, Indonesia","Jl. Atlas Raya, Babakan Surabaya, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40281, Indonesia",-6.9153492,107.6474224
48,P3273160201,AHMAD YANI,"Jl. Cianjur No. 34, Kec. Batununggal",Kota Bandung,,2,"Jl. Cianjur No. 34, Kec. Batununggal, Kota Bandung, Indonesia","Jl. Cianjur No.34, Kacapiring, Kec. Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",-6.9162954,107.6341197
49,P3273160202,GUMURUH,"Jl. Rancah Goong 11, Kec. Batununggal",Kota Bandung,,2,"Jl. Rancah Goong 11, Kec. Batununggal, Kota Bandung, Indonesia","Jl. Goong No.11, Turangga, Kec. Lengkong, Kota Bandung, Jawa Barat 40264, Indonesia",-6.9371553,107.6313773
50,P3273160203,UPT IBRAHIM ADJIE,Jl. Ibrahim Aji 88. Kec. Batununggal,Kota Bandung,,2,"Jl. Ibrahim Aji 88. Kec. Batununggal, Kota Bandung, Indonesia","Jl. Ibrahim Adjie No.88, RW.1, Kebonwaru, Kec. Batununggal, Kota Bandung, Jawa Barat 40272, Indonesia",-6.9189965,107.6438674
51,P3273170201,UPT TAMBLONG,"Jl. Tamblong 66, Kec. Sumur Bandung",Kota Bandung,,2,"Jl. Tamblong 66, Kec. Sumur Bandung, Kota Bandung, Indonesia","Jl. Tamblong No.66kel, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112, Indonesia",-6.9181696,107.61269
52,P3273170202,BALAI KOTA,"Jl. Wastukancana No. 2, Kec. Sumur Bandung",Kota Bandung,,2,"Jl. Wastukancana No. 2, Kec. Sumur Bandung, Kota Bandung, Indonesia","Jl. Wastukencana No.2, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40116, Indonesia",-6.9116684,107.6097503
53,P3273180201,BABATAN,"Jl. Babatan, Kec. Andir",Kota Bandung,,2,"Jl. Babatan, Kec. Andir, Kota Bandung, Indonesia","Jl. Babatan, Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat 40181, Indonesia",-6.9185185,107.6011728
54,P3273180202,UPT GARUDA,"Jl. Dadali No. 81, Kec. Andir",Kota Bandung,,2,"Jl. Dadali No. 81, Kec. Andir, Kota Bandung, Indonesia","Jl. Dadali No.81, Garuda, Kec. Andir, Kota Bandung, Jawa Barat 40184, Indonesia",-6.911396,107.577379
55,P3273190201,UPT PASIR KALIKI,"Jl. Pasir Kalilki No. 188, Kec. Cicendo",Kota Bandung,,2,"Jl. Pasir Kalilki No. 188, Kec. Cicendo, Kota Bandung, Indonesia","Jl. Pasir Kaliki No.188, Pasir Kaliki, Kec. Cicendo, Kota Bandung, Jawa Barat 40162, Indonesia",-6.9006199,107.5976959
56,P3273200201,UPT SALAM,"Jl. Salam, Kec. Bandung Wetan",Kota Bandung,,2,"Jl. Salam, Kec. Bandung Wetan, Kota Bandung, Indonesia","Jl. Salam, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114, Indonesia",-6.9097436,107.6297012
57,P3273200202,TAMAN SARI,"Jl. Kebon Bibit Utara II, Kec. Bandung Wetan",Kota Bandung,,2,"Jl. Kebon Bibit Utara II, Kec. Bandung Wetan, Kota Bandung, Indonesia","Jl. Kb. Bibit Utara II, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116, Indonesia",-6.8970293,107.6073191
58,P3273210201,UPT PADASUKA,"Jl. Padasuka No. 3, Kec. Cibeunying Kidul",Kota Bandung,,2,"Jl. Padasuka No. 3, Kec. Cibeunying Kidul, Kota Bandung, Indonesia","Jl. Padasuka No.3, Pasirlayung, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40192, Indonesia",-6.9030647,107.6530921
59,P3273210202,PASIRLAYUNG,"Jl. Padasuka No. 146, Kec. Cibeunying Kidul",Kota Bandung,,2,"Jl. Padasuka No. 146, Kec. Cibeunying Kidul, Kota Bandung, Indonesia","Jl. Padasuka No.146, Pasirlayung, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40911, Indonesia",-6.8896587,107.6596164
60,P3273210203,JATIHANDAP,"Jl. Jatihandap No. 6, Kec. Cibeunying Kidul",Kota Bandung,,2,"Jl. Jatihandap No. 6, Kec. Cibeunying Kidul, Kota Bandung, Indonesia","Jl. Jatihandap No.6, Jatihandap, Kec. Mandalajati, Kota Bandung, Jawa Barat 40192, Indonesia",-6.9017541,107.6577331
61,P3273220201,CIKUTRA LAMA,"Jl. Cikutra Barat No. 118, Kec. Cibeunying Kaler",Kota Bandung,,2,"Jl. Cikutra Barat No. 118, Kec. Cibeunying Kaler, Kota Bandung, Indonesia","Jl. Cikutra Barat No.118, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133, Indonesia",-6.891381099999999,107.6272665
62,P3273220202,UPT NEGLASARI,"Jl. Cikutra Timur, Kec. Cibeunying Kaler",Kota Bandung,,2,"Jl. Cikutra Timur, Kec. Cibeunying Kaler, Kota Bandung, Indonesia","Jl. Cikutra, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat, Indonesia",-6.8939497,107.6403156
63,P3273230201,DAGO,"Jl. Ir.H. Juanda No.360, Kec. Coblong",Kota Bandung,,2,"Jl. Ir.H. Juanda No.360, Kec. Coblong, Kota Bandung, Indonesia","Jl. Ir. H. Juanda No.360, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135, Indonesia",-6.876074099999999,107.6187454
64,P3273230202,UPT PUTER,"Jl. Puter No. 3, Kec. Coblong",Kota Bandung,,2,"Jl. Puter No. 3, Kec. Coblong, Kota Bandung, Indonesia","Jl. Puter No.3, RW.7, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133, Indonesia",-6.898008600000001,107.6220639
65,P3273230203,SEKELOA,"Jl. TB Ismail Bawah No. 4, Kec. Coblong",Kota Bandung,,2,"Jl. TB Ismail Bawah No. 4, Kec. Coblong, Kota Bandung, Indonesia","Jl. Tubagus Ismail Bawah No.4, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132, Indonesia",-6.8896606,107.6168515
66,P3273240201,SUKA WARNA,"Jl. Cibogo No. 76, Kec. Sukajadi",Kota Bandung,,2,"Jl. Cibogo No. 76, Kec. Sukajadi, Kota Bandung, Indonesia","Jl. Cibogo No.76, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia",-6.885789,107.5792934
67,P3273240202,UPT SUKA JADI,"Jl. Sukagalih, Kec. Sukajadi",Kota Bandung,,2,"Jl. Sukagalih, Kec. Sukajadi, Kota Bandung, Indonesia","Jl. Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat, Indonesia",-6.8923914,107.5922056
68,P3273240203,KARANG SETRA,"Jl. Ir Sutami No. 40, Kec. Sukajadi",Kota Bandung,,2,"Jl. Ir Sutami No. 40, Kec. Sukajadi, Kota Bandung, Indonesia","Jl. Prof. Dr. Sutami No.40, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153, Indonesia",-6.877777099999999,107.5908711
69,P3273250201,LEDENG,"Jl. Sersan Bajuri No. 2, Kec. Sukasari",Kota Bandung,,2,"Jl. Sersan Bajuri No. 2, Kec. Sukasari, Kota Bandung, Indonesia","Jl. Sersan Bajuri A No.2, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154, Indonesia",-6.8578157,107.5934306
70,P3273250202,UPT SUKA RASA,"Jl. Geger Kalong Hilir No. 157, Kec. Sukasari",Kota Bandung,,2,"Jl. Geger Kalong Hilir No. 157, Kec. Sukasari, Kota Bandung, Indonesia","Jl. Gegerkalong Hilir No.157, Sarijadi, Kec. Sukasari, Kota Bandung, Jawa Barat 40153, Indonesia",-6.8683383,107.5814995
71,P3273250203,SARIJADI,"Jl. Sari Asih No. 76, Kec. Sukasari",Kota Bandung,,2,"Jl. Sari Asih No. 76, Kec. Sukasari, Kota Bandung, Indonesia","Jl. Sariasih No.76, Sarijadi, Kec. Sukasari, Kota Bandung, Jawa Barat 40151, Indonesia",-6.8753899,107.5773609
72,P3273260201,CIPAKU,"Jl. Cipaku Indah IV, Kec. Cidadap",Kota Bandung,,2,"Jl. Cipaku Indah IV, Kec. Cidadap, Kota Bandung, Indonesia","Jl. Cipaku Indah IV, Ledeng, Kec. Cidadap, Kota Bandung, Jawa Barat 40143, Indonesia",-6.8627375,107.5998177
73,P3273260202,UPT CIUMBULEUIT,"Jl. Bukit Resik, Kec. Cidadap",Kota Bandung,,2,"Jl. Bukit Resik, Kec. Cidadap, Kota Bandung, Indonesia","Jl. Bukit Resik, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141, Indonesia",-6.8782834,107.602891
1,P3274010201,KALITANJUNG,"Jl. Kalitanjung No. 20 Kel. Harjamukti, Kec. Harjamukti",Kota Cirebon,,2,"Jl. Kalitanjung No. 20 Kel. Harjamukti, Kec. Harjamukti, Kota Cirebon, Indonesia","Jl. Kalitanjung No.20, Harjamukti, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45143, Indonesia",-6.7445441,108.541794
2,P3274010202,LARANGAN,"Jl. Gunung Ceremai Raya No. 31 Kel. Kecapi, Kec. Harjamukti",Kota Cirebon,,2,"Jl. Gunung Ceremai Raya No. 31 Kel. Kecapi, Kec. Harjamukti, Kota Cirebon, Indonesia","Jl. Ciremai Raya No.31, Larangan, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45141, Indonesia",-6.7459984,108.5633932
3,P3274010203,PERUMNAS UTARA,"Jl. Elang Raya No. 01 Kel Larangan, Kec. Harjamukti",Kota Cirebon,,2,"Jl. Elang Raya No. 01 Kel Larangan, Kec. Harjamukti, Kota Cirebon, Indonesia","Jl. Elang Raya No.1, Larangan, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45141, Indonesia",-6.7385484,108.5640562
4,P3274010204,SITOPENG,"Jl. Pramuka No. 1 Kel. Argasunya, Kec. Harjamukti",Kota Cirebon,,2,"Jl. Pramuka No. 1 Kel. Argasunya, Kec. Harjamukti, Kota Cirebon, Indonesia","Jl. Pramuka No.1, Kalijaga, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45144, Indonesia",-6.768152499999999,108.548054
5,P3274010205,KALIJAGA PERMAI,"Jl. Mangga Raya I No. 2 Kel. Kalijaga, Kec. Harjamukti",Kota Cirebon,,2,"Jl. Mangga Raya I No. 2 Kel. Kalijaga, Kec. Harjamukti, Kota Cirebon, Indonesia","Jl. Mangga Raya 1 No.2, Kalijaga, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45144, Indonesia",-6.757145899999999,108.5594554
6,P3274020201,KESUNENAN,"Jl. Kesunean No. 41 Kel. Kesepuhan, Kec. Lemahwungkuk",Kota Cirebon,,2,"Jl. Kesunean No. 41 Kel. Kesepuhan, Kec. Lemahwungkuk, Kota Cirebon, Indonesia","Jl. Kesunean No.41, Kesepuhan, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45114, Indonesia",-6.7278055,108.5758288
7,P3274020202,PEGAMBIRAN,"Jl. Gambir Baru No. 04 Kel. Pegambiran, Kec. Lemahwungkuk",Kota Cirebon,,2,"Jl. Gambir Baru No. 04 Kel. Pegambiran, Kec. Lemahwungkuk, Kota Cirebon, Indonesia","Jl. Gambir Baru No.4, Panjunan, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45112, Indonesia",-6.7362851,108.5758011
8,P3274020203,PESISIR,"Jl. Kapt. Samadikun No. 152 Belakang Aspol, Kec. Lemahwungkuk",Kota Cirebon,,2,"Jl. Kapt. Samadikun No. 152 Belakang Aspol, Kec. Lemahwungkuk, Kota Cirebon, Indonesia","Jl. Kapten Samadikun No.152, Kebonbaru, Kec. Kejaksan, Kota Cirebon, Jawa Barat 45121, Indonesia",-6.7070389,108.5636114
9,P3274020204,CANGKOL,"Jl. Yos Sudarso Gg. Borsumei No. 9, Kec. Lemahwungkuk",Kota Cirebon,,2,"Jl. Yos Sudarso Gg. Borsumei No. 9, Kec. Lemahwungkuk, Kota Cirebon, Indonesia","Jl. Yos Sudarso, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat, Indonesia",-6.7218072,108.572396
10,P3274030201,JAGASATRU,"Jl. Kesambi Dalam No. 6, Kec. Pekalipan",Kota Cirebon,,2,"Jl. Kesambi Dalam No. 6, Kec. Pekalipan, Kota Cirebon, Indonesia","Jl. Kesambi Dalam No.6, Pulasaren, Kec. Pekalipan, Kota Cirebon, Jawa Barat 45116, Indonesia",-6.728527,108.5619034
11,P3274030202,ASTANAGARIB,"Jl. Astanagarib No. 1 A, Kec. Pekalipan",Kota Cirebon,,2,"Jl. Astanagarib No. 1 A, Kec. Pekalipan, Kota Cirebon, Indonesia","Jl. Astana Garib No.1, Pekalipan, Kec. Pekalipan, Kabupaten Cirebon, Jawa Barat 45117, Indonesia",-6.722693599999999,108.5659519
12,P3274030203,PEKALANGAN,"Jl. Pekalangan Gg. Madrass No. 40, Kec. Pekalipan",Kota Cirebon,,2,"Jl. Pekalangan Gg. Madrass No. 40, Kec. Pekalipan, Kota Cirebon, Indonesia","Jl. Pekalangan, Pekalangan, Kec. Pekalipan, Kota Cirebon, Jawa Barat 45118, Indonesia",-6.7188587,108.5620265
13,P3274030204,PULASAREN,Jl. Pekawatan Kel. Pulasaren Kec. Pekalipan,Kota Cirebon,,2,"Jl. Pekawatan Kel. Pulasaren Kec. Pekalipan, Kota Cirebon, Indonesia","Jl. Pekawatan, Pulasaren, Kec. Pekalipan, Kota Cirebon, Jawa Barat 45116, Indonesia",-6.725309,108.5672476
14,P3274040201,KESAMBI,"Jl. Aria Kemuning No. 90, Kec. Kesambi",Kota Cirebon,,2,"Jl. Aria Kemuning No. 90, Kec. Kesambi, Kota Cirebon, Indonesia","Jl. Arya Kemuning No.90, Pekiringan, Kec. Kesambi, Kota Cirebon, Jawa Barat 45131, Indonesia",-6.7191199,108.5522838
15,P3274040202,GUNUNG SARI,"Jl. Tentara Pelajar No. 75, Kec. Kesambi",Kota Cirebon,,2,"Jl. Tentara Pelajar No. 75, Kec. Kesambi, Kota Cirebon, Indonesia","Jl. Tentara Pelajar No.75, Pekiringan, Kec. Kesambi, Kota Cirebon, Jawa Barat 45131, Indonesia",-6.7146916,108.5532297
16,P3274040203,SUNYARAGI,"Jl. E1akuasi No. 01, Kec. Kesambi",Kota Cirebon,,2,"Jl. E1akuasi No. 01, Kec. Kesambi, Kota Cirebon, Indonesia","Jl. Fatahillah, Kabupaten Cirebon, Jawa Barat, Indonesia",-6.7321594,108.4977239
17,P3274040204,MAJASEM,"Jl. Perjuangan Kel. Karyamulya, Kec. Kesambi",Kota Cirebon,,2,"Jl. Perjuangan Kel. Karyamulya, Kec. Kesambi, Kota Cirebon, Indonesia","Jl. Perjuangan, Karyamulya, Kec. Kesambi, Kota Cirebon, Jawa Barat, Indonesia",-6.7364615,108.5309379
18,P3274040205,DRAJAT,"Jl. Lapang Blok 1 no. 9, Kec. Kesambi",Kota Cirebon,,2,"Jl. Lapang Blok 1 no. 9, Kec. Kesambi, Kota Cirebon, Indonesia","Blk. I No.9, Kepongpongan, Kec. Talun, Kabupaten Cirebon, Jawa Barat 45171, Indonesia",-6.7401684,108.5162989
19,P3274050201,KEJAKSAN,"Jl. Siliwangi Gg. Cempaka No. 6, Kec. Kejaksan",Kota Cirebon,,2,"Jl. Siliwangi Gg. Cempaka No. 6, Kec. Kejaksan, Kota Cirebon, Indonesia","Jl. Siliwangi, Kec. Kejaksan, Kota Cirebon, Jawa Barat, Indonesia",-6.7050332,108.5573214
20,P3274050202,JALAN KEMBANG,"Jl. Kembang No. 28, Kec. Kejaksan",Kota Cirebon,,2,"Jl. Kembang No. 28, Kec. Kejaksan, Kota Cirebon, Indonesia","Jl. Kembang No.28, Sukapura, Kec. Kejaksan, Kota Cirebon, Jawa Barat 45122, Indonesia",-6.709149399999999,108.55345
